#time(us)	value
1.000000e+03	9.993013e-01
1.013911e+03	1.052056e+00
1.028016e+03	9.692046e-01
1.042317e+03	1.021259e+00
1.056818e+03	1.019659e+00
1.071519e+03	9.446298e-01
1.086426e+03	1.019445e+00
1.101539e+03	1.048434e+00
1.116863e+03	9.996552e-01
1.132400e+03	1.103180e+00
1.148154e+03	8.843771e-01
1.164126e+03	1.007802e+00
1.180321e+03	9.954331e-01
1.196741e+03	1.016977e+00
1.213389e+03	1.090295e+00
1.230269e+03	9.814048e-01
1.247384e+03	9.177502e-01
1.264736e+03	1.004314e+00
1.282331e+03	9.794721e-01
1.300170e+03	9.771297e-01
1.318257e+03	9.266633e-01
1.336596e+03	9.810293e-01
1.355189e+03	9.463738e-01
1.374042e+03	8.874443e-01
1.393157e+03	1.002146e+00
1.412538e+03	1.019614e+00
1.432188e+03	1.025128e+00
1.452112e+03	1.014237e+00
1.472313e+03	9.794245e-01
1.492794e+03	9.964945e-01
1.513561e+03	9.290179e-01
1.534617e+03	9.851518e-01
1.555966e+03	1.021425e+00
1.577611e+03	9.498918e-01
1.599558e+03	9.685117e-01
1.621810e+03	9.348483e-01
1.644372e+03	1.069978e+00
1.667247e+03	9.811713e-01
1.690441e+03	9.925372e-01
1.713957e+03	1.005238e+00
1.737801e+03	1.045396e+00
1.761976e+03	9.948604e-01
1.786488e+03	9.706095e-01
1.811340e+03	9.740391e-01
1.836538e+03	9.228528e-01
1.862087e+03	1.026281e+00
1.887991e+03	1.016311e+00
1.914256e+03	1.031013e+00
1.940886e+03	9.700898e-01
1.967886e+03	1.043805e+00
1.995262e+03	1.063703e+00
2.023019e+03	1.011539e+00
2.051162e+03	9.394085e-01
2.079697e+03	9.864452e-01
2.108628e+03	9.199422e-01
2.137962e+03	1.017608e+00
2.167704e+03	9.007810e-01
2.197860e+03	9.975984e-01
2.228435e+03	9.305990e-01
2.259436e+03	1.002651e+00
2.290868e+03	8.750995e-01
2.322737e+03	1.004058e+00
2.355049e+03	9.510837e-01
2.387811e+03	1.010271e+00
2.421029e+03	1.026231e+00
2.454709e+03	1.006782e+00
2.488857e+03	9.962765e-01
2.523481e+03	9.813993e-01
2.558586e+03	1.020553e+00
2.594179e+03	9.854762e-01
2.630268e+03	8.659400e-01
2.666859e+03	1.052093e+00
2.703958e+03	1.032874e+00
2.741574e+03	9.645344e-01
