#time(us)	value
1.000000e+03	1.040697e+00
1.013911e+03	9.927353e-01
1.028016e+03	1.059552e+00
1.042317e+03	9.717296e-01
1.056818e+03	9.086709e-01
1.071519e+03	9.548595e-01
1.086426e+03	9.564650e-01
1.101539e+03	9.921424e-01
1.116863e+03	9.377873e-01
1.132400e+03	9.157149e-01
1.148154e+03	1.096694e+00
1.164126e+03	1.025179e+00
1.180321e+03	9.740075e-01
1.196741e+03	9.479260e-01
1.213389e+03	9.334985e-01
1.230269e+03	9.923717e-01
1.247384e+03	1.044217e+00
1.264736e+03	9.875135e-01
1.282331e+03	1.003671e+00
1.300170e+03	1.017127e+00
1.318257e+03	9.680754e-01
1.336596e+03	9.296092e-01
1.355189e+03	1.003510e+00
1.374042e+03	9.785748e-01
1.393157e+03	9.684294e-01
1.412538e+03	1.040537e+00
1.432188e+03	9.216418e-01
1.452112e+03	9.520898e-01
1.472313e+03	1.008903e+00
1.492794e+03	1.115391e+00
1.513561e+03	1.055258e+00
1.534617e+03	9.441612e-01
1.555966e+03	1.057618e+00
1.577611e+03	1.040888e+00
1.599558e+03	1.012377e+00
1.621810e+03	9.265013e-01
1.644372e+03	9.680014e-01
1.667247e+03	9.502675e-01
1.690441e+03	9.937011e-01
1.713957e+03	9.781319e-01
1.737801e+03	9.345550e-01
1.761976e+03	9.366821e-01
1.786488e+03	1.032256e+00
1.811340e+03	9.580768e-01
1.836538e+03	1.041117e+00
1.862087e+03	1.001417e+00
1.887991e+03	1.050660e+00
1.914256e+03	9.775100e-01
1.940886e+03	8.698210e-01
1.967886e+03	9.869205e-01
1.995262e+03	1.059126e+00
2.023019e+03	9.487941e-01
2.051162e+03	1.081616e+00
2.079697e+03	9.772284e-01
2.108628e+03	9.857262e-01
2.137962e+03	9.749630e-01
2.167704e+03	1.011539e+00
2.197860e+03	1.067509e+00
2.228435e+03	9.888849e-01
2.259436e+03	9.786452e-01
2.290868e+03	8.963319e-01
2.322737e+03	9.609377e-01
2.355049e+03	9.836532e-01
2.387811e+03	1.018493e+00
2.421029e+03	9.423773e-01
2.454709e+03	9.627160e-01
2.488857e+03	9.553574e-01
2.523481e+03	9.740338e-01
2.558586e+03	1.058546e+00
2.594179e+03	9.051872e-01
2.630268e+03	9.628496e-01
2.666859e+03	1.027130e+00
2.703958e+03	1.063693e+00
2.741574e+03	9.702232e-01
2.779713e+03	9.465173e-01
2.818383e+03	1.005939e+00
2.857591e+03	9.934592e-01
2.897344e+03	9.200358e-01
2.937650e+03	9.312879e-01
2.978516e+03	9.807900e-01
3.019952e+03	9.672720e-01
3.061963e+03	9.505644e-01
3.104560e+03	9.977557e-01
3.147748e+03	9.451580e-01
3.191538e+03	9.575993e-01
3.235937e+03	9.404800e-01
3.280953e+03	9.760819e-01
3.326596e+03	9.108626e-01
3.372873e+03	1.054419e+00
3.419794e+03	9.403099e-01
3.467369e+03	1.025383e+00
3.515604e+03	9.544896e-01
3.564511e+03	1.020849e+00
3.614099e+03	1.036341e+00
3.664376e+03	9.980714e-01
3.715352e+03	1.047309e+00
3.767038e+03	1.050867e+00
3.819443e+03	9.704814e-01
3.872576e+03	9.747506e-01
3.926449e+03	8.995271e-01
3.981072e+03	1.045803e+00
4.036454e+03	1.082136e+00
4.092607e+03	9.940418e-01
4.149540e+03	9.906957e-01
4.207266e+03	1.007269e+00
4.265795e+03	9.786450e-01
4.325138e+03	9.364799e-01
4.385307e+03	9.398432e-01
4.446313e+03	9.869349e-01
4.508167e+03	1.074580e+00
4.570882e+03	9.557872e-01
4.634469e+03	1.003632e+00
4.698941e+03	1.121876e+00
4.764310e+03	1.025344e+00
4.830588e+03	9.667242e-01
4.897788e+03	9.725177e-01
4.965923e+03	9.608894e-01
5.035006e+03	9.409098e-01
5.105050e+03	9.544576e-01
5.176068e+03	9.728244e-01
5.248075e+03	9.822673e-01
5.321083e+03	1.003593e+00
5.395106e+03	9.413306e-01
5.470160e+03	8.594239e-01
5.546257e+03	9.024663e-01
5.623413e+03	1.017374e+00
5.701643e+03	1.013182e+00
5.780960e+03	1.042734e+00
5.861382e+03	1.040805e+00
5.942922e+03	8.959288e-01
6.025596e+03	9.678572e-01
6.109420e+03	9.147281e-01
6.194411e+03	9.995590e-01
6.280584e+03	9.911537e-01
6.367955e+03	9.648996e-01
6.456542e+03	9.717608e-01
6.546362e+03	1.017323e+00
6.637431e+03	9.710845e-01
6.729767e+03	1.052551e+00
6.823387e+03	9.691486e-01
6.918310e+03	1.007153e+00
7.014553e+03	1.036944e+00
7.112135e+03	1.016379e+00
7.211075e+03	8.887704e-01
7.311391e+03	9.804795e-01
7.413102e+03	9.561420e-01
7.516229e+03	9.352969e-01
7.620790e+03	8.778273e-01
