#time(us)	value
1.000000e-03	1.025788e+00
1.020939e-03	1.040852e+00
1.042317e-03	9.803956e-01
1.064143e-03	9.615644e-01
1.086426e-03	1.020499e+00
1.109175e-03	1.011237e+00
1.132400e-03	9.812502e-01
1.156112e-03	1.035132e+00
1.180321e-03	1.006423e+00
1.205036e-03	1.010072e+00
1.230269e-03	1.012876e+00
1.256030e-03	1.051052e+00
1.282331e-03	1.000623e+00
1.309182e-03	1.037439e+00
1.336596e-03	1.000272e+00
1.364583e-03	9.765216e-01
1.393157e-03	9.662433e-01
1.422329e-03	9.966504e-01
1.452112e-03	9.729637e-01
1.482518e-03	9.935965e-01
1.513561e-03	9.700727e-01
1.545254e-03	9.724703e-01
1.577611e-03	1.023829e+00
1.610646e-03	9.958378e-01
1.644372e-03	1.052619e+00
1.678804e-03	9.897707e-01
1.713957e-03	1.005501e+00
1.749847e-03	1.006618e+00
1.786488e-03	1.024044e+00
1.823896e-03	9.815921e-01
1.862087e-03	9.971133e-01
1.901078e-03	9.781965e-01
1.940886e-03	1.000704e+00
1.981527e-03	9.783595e-01
2.023019e-03	9.904887e-01
2.065380e-03	1.033719e+00
2.108628e-03	1.052485e+00
2.152782e-03	1.033069e+00
2.197860e-03	9.993862e-01
2.243882e-03	9.981206e-01
2.290868e-03	9.797784e-01
2.338837e-03	1.048559e+00
2.387811e-03	9.850401e-01
2.437811e-03	9.852937e-01
2.488857e-03	9.624684e-01
2.540973e-03	1.021260e+00
2.594179e-03	9.739510e-01
2.648500e-03	1.023694e+00
2.703958e-03	1.009952e+00
2.760578e-03	9.992317e-01
2.818383e-03	1.007132e+00
2.877398e-03	9.990955e-01
2.937650e-03	9.850302e-01
2.999163e-03	9.991891e-01
3.061963e-03	9.681585e-01
3.126079e-03	1.030890e+00
3.191538e-03	9.801098e-01
3.258367e-03	1.002832e+00
3.326596e-03	1.037027e+00
3.396253e-03	1.005854e+00
3.467369e-03	1.007745e+00
3.539973e-03	1.039220e+00
3.614099e-03	9.813590e-01
3.689776e-03	1.014309e+00
3.767038e-03	1.006426e+00
3.845918e-03	9.886298e-01
3.926449e-03	9.822682e-01
4.008667e-03	1.009140e+00
4.092607e-03	9.820016e-01
4.178304e-03	1.003523e+00
4.265795e-03	1.014825e+00
4.355119e-03	9.984266e-01
4.446313e-03	9.911895e-01
4.539416e-03	1.000987e+00
4.634469e-03	1.036479e+00
4.731513e-03	1.002359e+00
4.830588e-03	1.015619e+00
4.931738e-03	9.876230e-01
5.035006e-03	1.039693e+00
5.140437e-03	1.000865e+00
5.248075e-03	9.770740e-01
5.357967e-03	1.038728e+00
5.470160e-03	1.009288e+00
5.584702e-03	9.887745e-01
5.701643e-03	1.008407e+00
5.821032e-03	9.964934e-01
5.942922e-03	1.004774e+00
6.067363e-03	1.004383e+00
6.194411e-03	1.017074e+00
6.324119e-03	1.031978e+00
6.456542e-03	9.914166e-01
6.591739e-03	9.604805e-01
6.729767e-03	9.487907e-01
6.870684e-03	1.003147e+00
7.014553e-03	1.001993e+00
7.161434e-03	1.025220e+00
7.311391e-03	9.917032e-01
7.464488e-03	1.034365e+00
7.620790e-03	9.869278e-01
7.780366e-03	9.829198e-01
7.943282e-03	1.015348e+00
