#time(us)	value
1.000000e-03	1.091152e+00
1.020939e-03	8.395233e-01
1.042317e-03	9.529820e-01
1.064143e-03	9.562266e-01
1.086426e-03	9.658057e-01
1.109175e-03	9.315751e-01
1.132400e-03	9.949385e-01
1.156112e-03	1.021303e+00
1.180321e-03	7.946989e-01
1.205036e-03	1.030079e+00
1.230269e-03	9.882082e-01
1.256030e-03	1.219487e+00
1.282331e-03	1.087506e+00
1.309182e-03	1.178902e+00
1.336596e-03	1.126231e+00
1.364583e-03	1.055788e+00
1.393157e-03	9.450234e-01
1.422329e-03	9.556946e-01
1.452112e-03	1.034453e+00
1.482518e-03	1.093518e+00
1.513561e-03	1.007716e+00
1.545254e-03	1.052365e+00
1.577611e-03	9.643047e-01
1.610646e-03	9.570655e-01
1.644372e-03	9.378108e-01
1.678804e-03	1.146200e+00
1.713957e-03	1.025724e+00
1.749847e-03	1.022424e+00
1.786488e-03	1.121467e+00
1.823896e-03	1.005882e+00
1.862087e-03	9.195342e-01
1.901078e-03	8.917388e-01
1.940886e-03	1.085470e+00
1.981527e-03	1.110876e+00
2.023019e-03	8.651029e-01
2.065380e-03	9.608780e-01
2.108628e-03	1.127770e+00
2.152782e-03	9.817585e-01
2.197860e-03	1.056041e+00
2.243882e-03	9.258603e-01
2.290868e-03	1.009725e+00
2.338837e-03	7.878968e-01
2.387811e-03	7.722173e-01
2.437811e-03	8.643893e-01
2.488857e-03	1.035932e+00
2.540973e-03	9.750187e-01
2.594179e-03	1.018990e+00
2.648500e-03	9.651835e-01
2.703958e-03	1.037158e+00
2.760578e-03	9.629504e-01
2.818383e-03	1.161560e+00
2.877398e-03	1.000317e+00
2.937650e-03	1.007818e+00
2.999163e-03	1.095907e+00
3.061963e-03	1.002145e+00
3.126079e-03	1.006071e+00
3.191538e-03	1.099938e+00
3.258367e-03	1.081065e+00
3.326596e-03	1.126231e+00
3.396253e-03	8.098662e-01
3.467369e-03	1.067323e+00
3.539973e-03	1.057602e+00
3.614099e-03	9.347059e-01
3.689776e-03	1.080574e+00
3.767038e-03	1.077626e+00
3.845918e-03	1.011371e+00
3.926449e-03	9.696673e-01
4.008667e-03	9.841497e-01
4.092607e-03	1.139737e+00
4.178304e-03	1.098509e+00
4.265795e-03	9.633750e-01
4.355119e-03	9.296944e-01
4.446313e-03	1.049775e+00
4.539416e-03	1.030956e+00
4.634469e-03	1.180332e+00
4.731513e-03	1.110511e+00
4.830588e-03	9.174398e-01
4.931738e-03	9.139691e-01
5.035006e-03	8.923570e-01
5.140437e-03	9.870573e-01
5.248075e-03	1.042005e+00
5.357967e-03	1.004598e+00
5.470160e-03	9.262980e-01
5.584702e-03	9.712428e-01
5.701643e-03	9.063599e-01
5.821032e-03	1.106056e+00
5.942922e-03	9.766544e-01
6.067363e-03	1.067249e+00
6.194411e-03	1.085529e+00
6.324119e-03	9.472095e-01
6.456542e-03	1.048491e+00
6.591739e-03	8.155576e-01
6.729767e-03	1.081937e+00
6.870684e-03	1.068044e+00
7.014553e-03	9.497535e-01
7.161434e-03	9.887886e-01
7.311391e-03	1.007594e+00
7.464488e-03	9.484513e-01
7.620790e-03	1.219572e+00
7.780366e-03	1.039792e+00
7.943282e-03	1.093039e+00
8.109611e-03	8.543773e-01
8.279422e-03	8.887390e-01
8.452788e-03	9.151862e-01
8.629785e-03	1.022747e+00
8.810489e-03	1.155392e+00
8.994976e-03	1.110963e+00
9.183326e-03	9.659821e-01
9.375620e-03	9.788309e-01
9.571941e-03	1.249561e+00
9.772372e-03	9.795178e-01
9.977001e-03	1.031441e+00
1.018591e-02	9.888750e-01
1.039920e-02	1.100807e+00
1.061696e-02	8.769458e-01
1.083927e-02	1.113819e+00
1.106624e-02	1.032664e+00
1.129796e-02	8.802543e-01
1.153453e-02	1.048154e+00
1.177606e-02	1.100462e+00
1.202264e-02	9.398272e-01
1.227439e-02	1.008196e+00
1.253141e-02	1.095662e+00
1.279381e-02	8.621632e-01
1.306171e-02	9.724035e-01
1.333521e-02	9.971458e-01
1.361445e-02	1.017079e+00
1.389953e-02	1.057107e+00
1.419058e-02	9.097884e-01
1.448772e-02	1.130306e+00
1.479108e-02	1.063539e+00
1.510080e-02	1.080938e+00
1.541700e-02	1.004856e+00
1.573983e-02	1.230281e+00
1.606941e-02	9.540510e-01
1.640590e-02	1.105715e+00
1.674943e-02	9.884878e-01
1.710015e-02	1.012379e+00
1.745822e-02	1.338705e+00
1.782379e-02	9.682289e-01
1.819701e-02	1.118245e+00
1.857804e-02	9.118915e-01
1.896706e-02	1.003108e+00
1.936422e-02	1.138751e+00
1.976970e-02	1.001708e+00
2.018366e-02	9.452842e-01
2.060630e-02	1.006862e+00
2.103778e-02	1.305887e+00
2.147830e-02	9.536504e-01
