#time(us)	value
1.000000e-03	9.846714e-01
1.020939e-03	9.997547e-01
1.042317e-03	1.000351e+00
1.064143e-03	9.983670e-01
1.086426e-03	9.959679e-01
1.109175e-03	1.002679e+00
1.132400e-03	1.003927e+00
1.156112e-03	1.000746e+00
1.180321e-03	9.858674e-01
1.205036e-03	9.990917e-01
1.230269e-03	9.854647e-01
1.256030e-03	1.007329e+00
1.282331e-03	1.004131e+00
1.309182e-03	1.021120e+00
1.336596e-03	1.007666e+00
1.364583e-03	9.897130e-01
1.393157e-03	1.014627e+00
1.422329e-03	9.952298e-01
1.452112e-03	9.983924e-01
1.482518e-03	9.915510e-01
1.513561e-03	1.021658e+00
1.545254e-03	9.926582e-01
1.577611e-03	9.876291e-01
1.610646e-03	1.000766e+00
1.644372e-03	9.929092e-01
1.678804e-03	9.808554e-01
1.713957e-03	1.012109e+00
1.749847e-03	1.010759e+00
1.786488e-03	9.987866e-01
1.823896e-03	1.014800e+00
1.862087e-03	1.000753e+00
1.901078e-03	1.005782e+00
1.940886e-03	9.824119e-01
1.981527e-03	1.003631e+00
2.023019e-03	1.004419e+00
2.065380e-03	9.932292e-01
2.108628e-03	9.918028e-01
2.152782e-03	9.982333e-01
2.197860e-03	9.883503e-01
2.243882e-03	1.017190e+00
2.290868e-03	9.827679e-01
2.338837e-03	1.000597e+00
2.387811e-03	1.011635e+00
2.437811e-03	9.996472e-01
2.488857e-03	1.007619e+00
2.540973e-03	9.947310e-01
2.594179e-03	1.000671e+00
2.648500e-03	1.007116e+00
2.703958e-03	1.010018e+00
2.760578e-03	1.008600e+00
2.818383e-03	9.878515e-01
2.877398e-03	9.904195e-01
2.937650e-03	9.978461e-01
2.999163e-03	1.006173e+00
3.061963e-03	1.000840e+00
3.126079e-03	1.005929e+00
3.191538e-03	1.006855e+00
3.258367e-03	9.847906e-01
3.326596e-03	9.918928e-01
3.396253e-03	1.010336e+00
3.467369e-03	1.013697e+00
3.539973e-03	1.009384e+00
3.614099e-03	1.010295e+00
3.689776e-03	9.775713e-01
3.767038e-03	9.848742e-01
3.845918e-03	1.001404e+00
3.926449e-03	1.007181e+00
4.008667e-03	9.928667e-01
4.092607e-03	9.992166e-01
4.178304e-03	1.011718e+00
4.265795e-03	1.011308e+00
4.355119e-03	9.959074e-01
4.446313e-03	1.002475e+00
4.539416e-03	1.002723e+00
4.634469e-03	1.005296e+00
4.731513e-03	9.941123e-01
4.830588e-03	1.002133e+00
4.931738e-03	1.011674e+00
5.035006e-03	9.913767e-01
5.140437e-03	9.961361e-01
5.248075e-03	1.014360e+00
5.357967e-03	1.021930e+00
5.470160e-03	9.976010e-01
5.584702e-03	9.936618e-01
5.701643e-03	1.004333e+00
5.821032e-03	1.001803e+00
5.942922e-03	9.983383e-01
6.067363e-03	9.995616e-01
6.194411e-03	9.820231e-01
6.324119e-03	1.017304e+00
6.456542e-03	9.797317e-01
6.591739e-03	1.001287e+00
6.729767e-03	1.005742e+00
6.870684e-03	9.859218e-01
7.014553e-03	9.961567e-01
7.161434e-03	1.000973e+00
7.311391e-03	9.877338e-01
7.464488e-03	9.920368e-01
7.620790e-03	9.982914e-01
7.780366e-03	9.848101e-01
7.943282e-03	1.009455e+00
8.109611e-03	9.980514e-01
8.279422e-03	9.784793e-01
8.452788e-03	9.842059e-01
8.629785e-03	9.834725e-01
8.810489e-03	9.895159e-01
8.994976e-03	9.846053e-01
9.183326e-03	9.928811e-01
9.375620e-03	9.984849e-01
9.571941e-03	9.983076e-01
9.772372e-03	1.008311e+00
9.977001e-03	9.946720e-01
1.018591e-02	9.933439e-01
1.039920e-02	1.008297e+00
1.061696e-02	1.015228e+00
1.083927e-02	1.013459e+00
1.106624e-02	9.966456e-01
1.129796e-02	9.893139e-01
1.153453e-02	9.887085e-01
1.177606e-02	9.995728e-01
1.202264e-02	1.000687e+00
1.227439e-02	9.942729e-01
1.253141e-02	9.886006e-01
1.279381e-02	1.003792e+00
1.306171e-02	1.004374e+00
1.333521e-02	9.980895e-01
1.361445e-02	1.003528e+00
1.389953e-02	1.012990e+00
1.419058e-02	9.934371e-01
1.448772e-02	9.907904e-01
1.479108e-02	9.780941e-01
1.510080e-02	9.825484e-01
1.541700e-02	9.976645e-01
1.573983e-02	1.000238e+00
1.606941e-02	9.923975e-01
1.640590e-02	1.009227e+00
1.674943e-02	9.903662e-01
1.710015e-02	1.006207e+00
1.745822e-02	9.899500e-01
1.782379e-02	9.841561e-01
1.819701e-02	9.938216e-01
1.857804e-02	1.003459e+00
1.896706e-02	9.752219e-01
1.936422e-02	1.005550e+00
1.976970e-02	9.758184e-01
2.018366e-02	9.979887e-01
2.060630e-02	9.750579e-01
2.103778e-02	9.964693e-01
2.147830e-02	1.007954e+00
2.192805e-02	9.927908e-01
2.238721e-02	9.864562e-01
2.285599e-02	1.007866e+00
2.333458e-02	9.769369e-01
2.382319e-02	9.840949e-01
2.432204e-02	9.901669e-01
2.483133e-02	9.927893e-01
2.535129e-02	9.896817e-01
2.588213e-02	9.931825e-01
2.642409e-02	9.896560e-01
2.697739e-02	9.921964e-01
2.754229e-02	9.829804e-01
2.811901e-02	9.968192e-01
2.870781e-02	9.777313e-01
2.930893e-02	9.961070e-01
2.992265e-02	1.003678e+00
3.054921e-02	9.959784e-01
3.118890e-02	9.814387e-01
3.184198e-02	9.777687e-01
3.250873e-02	9.884122e-01
3.318945e-02	9.990753e-01
3.388442e-02	9.909329e-01
3.459394e-02	9.963410e-01
3.531832e-02	9.862139e-01
3.605786e-02	9.895130e-01
3.681290e-02	9.866583e-01
3.758374e-02	1.018508e+00
3.837072e-02	9.823468e-01
3.917419e-02	9.913106e-01
3.999447e-02	1.009303e+00
4.083194e-02	9.844906e-01
4.168694e-02	9.975421e-01
4.255984e-02	9.953798e-01
4.345102e-02	1.004380e+00
4.436086e-02	9.932534e-01
4.528976e-02	9.927779e-01
4.623810e-02	9.782885e-01
4.720630e-02	9.780832e-01
4.819478e-02	9.897403e-01
4.920395e-02	9.947647e-01
5.023426e-02	9.716011e-01
5.128614e-02	9.834957e-01
5.236004e-02	9.936873e-01
5.345644e-02	9.865549e-01
5.457579e-02	9.881253e-01
5.571857e-02	9.885213e-01
5.688529e-02	9.831925e-01
5.807644e-02	9.895464e-01
5.929253e-02	9.834299e-01
6.053409e-02	9.828605e-01
6.180164e-02	9.834084e-01
6.309573e-02	9.873798e-01
6.441693e-02	9.677493e-01
6.576578e-02	1.003139e+00
6.714289e-02	9.779121e-01
6.854882e-02	9.879441e-01
6.998420e-02	1.004335e+00
7.144963e-02	9.915690e-01
7.294575e-02	9.817270e-01
7.447320e-02	9.711686e-01
7.603263e-02	9.787706e-01
7.762471e-02	9.810323e-01
7.925013e-02	9.596033e-01
8.090959e-02	9.694509e-01
8.260379e-02	9.913181e-01
8.433348e-02	9.680909e-01
8.609938e-02	9.815580e-01
8.790225e-02	9.783342e-01
8.974288e-02	9.835906e-01
9.162205e-02	9.829124e-01
9.354057e-02	9.708335e-01
9.549926e-02	9.771788e-01
9.749896e-02	9.648345e-01
9.954054e-02	9.727448e-01
1.016249e-01	9.718026e-01
1.037528e-01	9.753078e-01
1.059254e-01	9.734571e-01
1.081434e-01	9.810323e-01
1.104079e-01	9.734554e-01
1.127197e-01	9.746008e-01
1.150800e-01	9.725454e-01
1.174898e-01	9.585807e-01
1.199499e-01	9.679080e-01
1.224616e-01	9.793126e-01
1.250259e-01	9.588626e-01
1.276439e-01	9.598194e-01
1.303167e-01	9.915568e-01
1.330454e-01	9.411423e-01
1.358313e-01	9.616752e-01
