#time(us)	value
1.000000e-03	8.174371e-01
1.020939e-03	1.243933e+00
1.042317e-03	1.009306e+00
1.064143e-03	9.408983e-01
1.086426e-03	1.040555e+00
1.109175e-03	1.107853e+00
1.132400e-03	1.394343e+00
1.156112e-03	1.128897e+00
1.180321e-03	1.109519e+00
1.205036e-03	7.029937e-01
1.230269e-03	1.107053e+00
1.256030e-03	8.219676e-01
1.282331e-03	1.053491e+00
1.309182e-03	6.770805e-01
1.336596e-03	9.666911e-01
1.364583e-03	1.332471e+00
1.393157e-03	8.602143e-01
1.422329e-03	1.115378e+00
1.452112e-03	9.544347e-01
1.482518e-03	6.676316e-01
1.513561e-03	1.256415e+00
1.545254e-03	1.059072e+00
1.577611e-03	1.431488e+00
1.610646e-03	9.811097e-01
1.644372e-03	8.835900e-01
1.678804e-03	9.539109e-01
1.713957e-03	9.872060e-01
1.749847e-03	9.387944e-01
1.786488e-03	1.241180e+00
1.823896e-03	1.167348e+00
1.862087e-03	7.848037e-01
1.901078e-03	9.718708e-01
1.940886e-03	1.047759e+00
1.981527e-03	8.857237e-01
2.023019e-03	6.836168e-01
2.065380e-03	1.137946e+00
2.108628e-03	1.047887e+00
2.152782e-03	7.828341e-01
2.197860e-03	9.490836e-01
2.243882e-03	8.426217e-01
2.290868e-03	9.551031e-01
2.338837e-03	7.699522e-01
2.387811e-03	1.017065e+00
2.437811e-03	1.329991e+00
2.488857e-03	6.851403e-01
2.540973e-03	1.144967e+00
2.594179e-03	7.164849e-01
2.648500e-03	7.510559e-01
2.703958e-03	9.202250e-01
2.760578e-03	1.276161e+00
2.818383e-03	1.157546e+00
2.877398e-03	7.916928e-01
2.937650e-03	1.086962e+00
2.999163e-03	8.991033e-01
3.061963e-03	1.074955e+00
3.126079e-03	7.558943e-01
3.191538e-03	1.119299e+00
3.258367e-03	8.252286e-01
3.326596e-03	9.726392e-01
3.396253e-03	9.703087e-01
3.467369e-03	1.096583e+00
3.539973e-03	9.927808e-01
3.614099e-03	1.198213e+00
3.689776e-03	1.225576e+00
3.767038e-03	8.084993e-01
3.845918e-03	1.118950e+00
3.926449e-03	9.426996e-01
4.008667e-03	1.049537e+00
4.092607e-03	1.208898e+00
4.178304e-03	8.956078e-01
4.265795e-03	9.352315e-01
4.355119e-03	1.072247e+00
4.446313e-03	1.103123e+00
4.539416e-03	8.946823e-01
4.634469e-03	7.765694e-01
4.731513e-03	1.118826e+00
4.830588e-03	1.009583e+00
4.931738e-03	1.354689e+00
5.035006e-03	5.884262e-01
5.140437e-03	6.270701e-01
5.248075e-03	1.199119e+00
5.357967e-03	7.339976e-01
5.470160e-03	1.181844e+00
5.584702e-03	1.193540e+00
5.701643e-03	6.566661e-01
5.821032e-03	1.191617e+00
5.942922e-03	1.098608e+00
6.067363e-03	1.271709e+00
6.194411e-03	1.103731e+00
6.324119e-03	1.188957e+00
6.456542e-03	1.174086e+00
6.591739e-03	9.701184e-01
6.729767e-03	9.205388e-01
6.870684e-03	1.144108e+00
7.014553e-03	9.999746e-01
7.161434e-03	1.031502e+00
7.311391e-03	8.338416e-01
7.464488e-03	1.408287e+00
7.620790e-03	9.530998e-01
7.780366e-03	9.751649e-01
7.943282e-03	8.587510e-01
8.109611e-03	1.286542e+00
8.279422e-03	9.109678e-01
8.452788e-03	1.125820e+00
8.629785e-03	9.485285e-01
8.810489e-03	1.043502e+00
8.994976e-03	1.017318e+00
9.183326e-03	1.106504e+00
9.375620e-03	1.156994e+00
9.571941e-03	7.776150e-01
9.772372e-03	1.111873e+00
9.977001e-03	7.742890e-01
1.018591e-02	1.082097e+00
1.039920e-02	1.119015e+00
1.061696e-02	8.987701e-01
1.083927e-02	8.634826e-01
1.106624e-02	7.301640e-01
1.129796e-02	1.187342e+00
1.153453e-02	1.088589e+00
1.177606e-02	5.893186e-01
1.202264e-02	8.025942e-01
1.227439e-02	8.735902e-01
1.253141e-02	9.746686e-01
1.279381e-02	8.401534e-01
1.306171e-02	1.024736e+00
1.333521e-02	1.186553e+00
1.361445e-02	8.739047e-01
1.389953e-02	7.398347e-01
1.419058e-02	7.230027e-01
1.448772e-02	1.643964e+00
1.479108e-02	7.222866e-01
1.510080e-02	1.029965e+00
1.541700e-02	9.059305e-01
1.573983e-02	9.662174e-01
1.606941e-02	9.115972e-01
1.640590e-02	1.137327e+00
1.674943e-02	1.405840e+00
1.710015e-02	6.317159e-01
1.745822e-02	1.154752e+00
1.782379e-02	1.027726e+00
1.819701e-02	7.751251e-01
1.857804e-02	9.170340e-01
1.896706e-02	1.146019e+00
1.936422e-02	8.798323e-01
1.976970e-02	1.196815e+00
2.018366e-02	7.665665e-01
2.060630e-02	8.863090e-01
2.103778e-02	8.283826e-01
2.147830e-02	4.592089e-01
2.192805e-02	5.552727e-01
2.238721e-02	1.320141e+00
2.285599e-02	9.681072e-01
2.333458e-02	1.186323e+00
2.382319e-02	9.894140e-01
2.432204e-02	1.137383e+00
2.483133e-02	8.739284e-01
2.535129e-02	1.327619e+00
2.588213e-02	1.009053e+00
2.642409e-02	9.505482e-01
2.697739e-02	1.018836e+00
2.754229e-02	1.013281e+00
2.811901e-02	1.070869e+00
2.870781e-02	8.243514e-01
2.930893e-02	1.167267e+00
2.992265e-02	7.384387e-01
3.054921e-02	1.074604e+00
3.118890e-02	1.067616e+00
3.184198e-02	6.804070e-01
3.250873e-02	1.055720e+00
3.318945e-02	9.072585e-01
3.388442e-02	7.302039e-01
3.459394e-02	9.852368e-01
3.531832e-02	1.222653e+00
3.605786e-02	9.841785e-01
3.681290e-02	1.143228e+00
3.758374e-02	1.001021e+00
3.837072e-02	7.937462e-01
3.917419e-02	1.018433e+00
3.999447e-02	7.965828e-01
4.083194e-02	1.368163e+00
4.168694e-02	9.589055e-01
4.255984e-02	5.869971e-01
4.345102e-02	1.154180e+00
4.436086e-02	1.017267e+00
4.528976e-02	9.642530e-01
4.623810e-02	1.419724e+00
4.720630e-02	9.341001e-01
4.819478e-02	1.151265e+00
4.920395e-02	1.014741e+00
5.023426e-02	7.870964e-01
5.128614e-02	8.274253e-01
5.236004e-02	9.296542e-01
5.345644e-02	1.320859e+00
5.457579e-02	1.169553e+00
5.571857e-02	9.303628e-01
5.688529e-02	8.502061e-01
5.807644e-02	1.296529e+00
5.929253e-02	1.135586e+00
6.053409e-02	1.257916e+00
6.180164e-02	1.018111e+00
6.309573e-02	1.034549e+00
6.441693e-02	1.066159e+00
6.576578e-02	8.210911e-01
6.714289e-02	8.362493e-01
6.854882e-02	6.949701e-01
6.998420e-02	1.365539e+00
7.144963e-02	1.006842e+00
7.294575e-02	6.211218e-01
7.447320e-02	9.494336e-01
7.603263e-02	1.047153e+00
7.762471e-02	9.966070e-01
7.925013e-02	1.066248e+00
8.090959e-02	8.659012e-01
8.260379e-02	9.066093e-01
8.433348e-02	6.645495e-01
8.609938e-02	1.091789e+00
8.790225e-02	7.465113e-01
8.974288e-02	8.174648e-01
9.162205e-02	6.547099e-01
9.354057e-02	9.928240e-01
9.549926e-02	1.159157e+00
9.749896e-02	8.236894e-01
9.954054e-02	1.028207e+00
1.016249e-01	7.200851e-01
1.037528e-01	1.027670e+00
1.059254e-01	8.819637e-01
1.081434e-01	1.270266e+00
1.104079e-01	1.248333e+00
1.127197e-01	1.171337e+00
1.150800e-01	9.473426e-01
1.174898e-01	5.225817e-01
1.199499e-01	7.096217e-01
1.224616e-01	1.358602e+00
1.250259e-01	1.163193e+00
1.276439e-01	8.389479e-01
1.303167e-01	1.395028e+00
1.330454e-01	6.818789e-01
1.358313e-01	1.212671e+00
1.386756e-01	1.151225e+00
1.415794e-01	8.659908e-01
1.445440e-01	1.088135e+00
1.475707e-01	9.404941e-01
1.506607e-01	1.159538e+00
1.538155e-01	1.032814e+00
1.570363e-01	1.016227e+00
1.603245e-01	9.222120e-01
1.636817e-01	9.037612e-01
1.671091e-01	1.084119e+00
1.706082e-01	1.216781e+00
1.741807e-01	6.072945e-01
1.778279e-01	1.260898e+00
1.815516e-01	8.155094e-01
1.853532e-01	9.550382e-01
1.892344e-01	7.396730e-01
1.931968e-01	8.812331e-01
1.972423e-01	7.982247e-01
2.013724e-01	9.418141e-01
2.055891e-01	9.326656e-01
2.098940e-01	1.083505e+00
2.142891e-01	8.133785e-01
2.187762e-01	1.155696e+00
2.233572e-01	8.744889e-01
2.280342e-01	6.950239e-01
2.328091e-01	6.517691e-01
2.376840e-01	1.285673e+00
2.426610e-01	9.163791e-01
2.477422e-01	1.211606e+00
2.529298e-01	8.595545e-01
2.582260e-01	7.808677e-01
2.636331e-01	7.507071e-01
2.691535e-01	1.082492e+00
2.747894e-01	7.799757e-01
2.805434e-01	9.898602e-01
2.864178e-01	9.261575e-01
2.924152e-01	1.277274e+00
2.985383e-01	1.148836e+00
3.047895e-01	8.884014e-01
3.111716e-01	1.225797e+00
3.176874e-01	1.268400e+00
3.243396e-01	1.031719e+00
3.311311e-01	8.062764e-01
3.380648e-01	1.034023e+00
3.451437e-01	1.063850e+00
3.523709e-01	1.427457e+00
3.597493e-01	8.185727e-01
3.672823e-01	9.865940e-01
3.749730e-01	9.461671e-01
3.828247e-01	1.202368e+00
3.908409e-01	5.967034e-01
3.990249e-01	9.225258e-01
4.073803e-01	1.199178e+00
4.159106e-01	1.224243e+00
4.246196e-01	1.015619e+00
4.335109e-01	1.383884e+00
4.425884e-01	1.436699e+00
4.518559e-01	1.234749e+00
4.613176e-01	1.167561e+00
4.709773e-01	8.530599e-01
4.808393e-01	7.008632e-01
4.909079e-01	1.144483e+00
5.011872e-01	9.739649e-01
5.116818e-01	7.191146e-01
5.223962e-01	8.839239e-01
5.333349e-01	9.419690e-01
5.445027e-01	8.747310e-01
5.559043e-01	7.692638e-01
5.675446e-01	5.181510e-01
5.794287e-01	1.178968e+00
5.915616e-01	9.504168e-01
6.039486e-01	7.382525e-01
6.165950e-01	9.837621e-01
6.295062e-01	8.152233e-01
6.426877e-01	6.848662e-01
6.561453e-01	7.469016e-01
6.698846e-01	3.451675e-01
6.839116e-01	8.293282e-01
6.982324e-01	9.637869e-01
7.128530e-01	1.068814e+00
7.277798e-01	5.479088e-01
7.430191e-01	6.788921e-01
7.585776e-01	8.988536e-01
7.744618e-01	8.371753e-01
7.906786e-01	8.770142e-01
8.072350e-01	7.999666e-01
8.241381e-01	1.168789e+00
8.413951e-01	9.227359e-01
8.590135e-01	8.606986e-01
8.770008e-01	8.003273e-01
8.953648e-01	9.763423e-01
9.141132e-01	6.099990e-01
9.332543e-01	3.866709e-01
9.527962e-01	8.972809e-01
9.727472e-01	6.731295e-01
9.931160e-01	6.578637e-01
1.013911e+00	8.974313e-01
1.035142e+00	1.096389e+00
1.056818e+00	1.012730e+00
1.078947e+00	5.057956e-01
1.101539e+00	4.209492e-01
1.124605e+00	8.733740e-01
1.148154e+00	8.131167e-01
1.172195e+00	4.942714e-01
1.196741e+00	8.035100e-01
1.221800e+00	4.421297e-01
1.247384e+00	8.959893e-01
1.273503e+00	7.706918e-01
1.300170e+00	7.291264e-01
1.327394e+00	6.434881e-01
1.355189e+00	5.557737e-01
1.383566e+00	8.622472e-01
1.412538e+00	1.002921e+00
1.442115e+00	6.468423e-01
1.472313e+00	7.641866e-01
1.503142e+00	1.031701e+00
1.534617e+00	8.730720e-01
1.566751e+00	8.655679e-01
1.599558e+00	9.400012e-01
1.633052e+00	8.273029e-01
1.667247e+00	5.990363e-01
1.702159e+00	3.699157e-01
1.737801e+00	8.226368e-01
1.774189e+00	7.726099e-01
1.811340e+00	7.592803e-01
1.849269e+00	6.748025e-01
1.887991e+00	7.162206e-01
1.927525e+00	1.102978e+00
1.967886e+00	6.763071e-01
2.009093e+00	4.419970e-01
2.051162e+00	8.386502e-01
2.094112e+00	5.804492e-01
2.137962e+00	7.546949e-01
2.182730e+00	4.615677e-01
2.228435e+00	4.594120e-01
2.275097e+00	8.339647e-01
2.322737e+00	3.948780e-01
2.371374e+00	1.030724e+00
2.421029e+00	8.716476e-01
2.471724e+00	9.350747e-01
2.523481e+00	4.793723e-01
2.576321e+00	5.787958e-01
2.630268e+00	8.574675e-01
2.685344e+00	7.344136e-01
2.741574e+00	6.890066e-01
2.798981e+00	1.030233e+00
2.857591e+00	8.284534e-01
2.917427e+00	5.589999e-01
2.978516e+00	8.748362e-01
3.040885e+00	6.465491e-01
3.104560e+00	3.926223e-01
3.169567e+00	8.082759e-01
3.235937e+00	6.150109e-01
3.303695e+00	7.149212e-01
3.372873e+00	7.257742e-01
3.443499e+00	6.506057e-01
3.515604e+00	3.610777e-01
3.589219e+00	6.859688e-01
3.664376e+00	5.315237e-01
3.741106e+00	8.347892e-01
3.819443e+00	6.652812e-01
3.899420e+00	7.269415e-01
3.981072e+00	7.537299e-01
4.064433e+00	4.708060e-01
4.149540e+00	3.089788e-01
4.236430e+00	5.894502e-01
4.325138e+00	7.479076e-01
4.415704e+00	5.579335e-01
4.508167e+00	5.791799e-01
4.602566e+00	7.074379e-01
4.698941e+00	6.787354e-01
4.797334e+00	8.960617e-01
4.897788e+00	6.400087e-01
5.000345e+00	9.549555e-01
5.105050e+00	5.453169e-01
5.211947e+00	5.482188e-01
5.321083e+00	9.733491e-01
5.432503e+00	6.018747e-01
5.546257e+00	7.557339e-01
5.662393e+00	6.411229e-01
5.780960e+00	5.603335e-01
5.902011e+00	6.486361e-01
6.025596e+00	8.623007e-01
6.151769e+00	6.105122e-01
6.280584e+00	8.477447e-01
6.412096e+00	9.876111e-01
6.546362e+00	7.540091e-01
6.683439e+00	8.620070e-01
6.823387e+00	7.704503e-01
6.966265e+00	8.008031e-01
7.112135e+00	6.140199e-01
7.261060e+00	7.087141e-01
7.413102e+00	7.430109e-01
7.568329e+00	2.589258e-01
7.726806e+00	4.813114e-01
7.888601e+00	8.679909e-01
8.053784e+00	6.515056e-01
8.222426e+00	6.004563e-01
8.394600e+00	9.267904e-01
8.570378e+00	6.409063e-01
8.749838e+00	5.628545e-01
8.933055e+00	9.790867e-01
9.120108e+00	1.023608e+00
9.311079e+00	2.929098e-01
9.506048e+00	1.065016e+00
9.705100e+00	4.722072e-01
9.908319e+00	4.238038e-01
1.011579e+01	7.315712e-01
1.032761e+01	9.018028e-01
1.054387e+01	7.087621e-01
1.076465e+01	6.563014e-01
1.099006e+01	5.447129e-01
1.122018e+01	6.240953e-01
1.145513e+01	8.150626e-01
1.169499e+01	8.282596e-01
1.193988e+01	6.046674e-01
1.218990e+01	8.290241e-01
1.244515e+01	7.755553e-01
1.270574e+01	6.061634e-01
1.297179e+01	8.378193e-01
1.324342e+01	7.112230e-01
1.352073e+01	5.965595e-01
1.380384e+01	7.960053e-01
1.409289e+01	7.086178e-01
1.438799e+01	4.739544e-01
1.468926e+01	7.181461e-01
1.499685e+01	6.404518e-01
1.531087e+01	5.510376e-01
1.563148e+01	9.441164e-01
1.595879e+01	1.258123e+00
1.629296e+01	3.337958e-01
1.663413e+01	3.674674e-01
1.698244e+01	7.032560e-01
1.733804e+01	8.494672e-01
1.770109e+01	5.646741e-01
1.807174e+01	6.240507e-01
1.845015e+01	7.803960e-01
1.883649e+01	9.637823e-01
1.923092e+01	7.729737e-01
1.963360e+01	8.420755e-01
2.004472e+01	6.052712e-01
2.046445e+01	5.960803e-01
2.089296e+01	9.033317e-01
2.133045e+01	5.632712e-01
2.177710e+01	5.975756e-01
2.223310e+01	7.712588e-01
2.269865e+01	5.789970e-01
2.317395e+01	6.130528e-01
2.365920e+01	6.279213e-01
2.415461e+01	1.544643e-01
2.466039e+01	6.782939e-01
2.517677e+01	8.038651e-01
2.570396e+01	3.340376e-01
2.624219e+01	8.669973e-01
2.679168e+01	2.103894e-01
2.735269e+01	6.262554e-01
2.792544e+01	4.337801e-01
2.851018e+01	5.931748e-01
2.910717e+01	6.237718e-01
2.971666e+01	6.792468e-01
3.033891e+01	8.467849e-01
3.097419e+01	5.454628e-01
3.162278e+01	6.315998e-01
3.228494e+01	7.150976e-01
3.296097e+01	5.700783e-01
3.365116e+01	6.909030e-01
3.435579e+01	5.878789e-01
3.507519e+01	7.913082e-01
3.580964e+01	5.868632e-01
3.655948e+01	5.670326e-01
3.732502e+01	5.250261e-01
3.810658e+01	8.074222e-01
3.890451e+01	4.625907e-01
3.971915e+01	7.709852e-01
4.055085e+01	4.332846e-01
4.139997e+01	6.067905e-01
4.226686e+01	6.487351e-01
4.315191e+01	6.811208e-01
4.405549e+01	6.139934e-01
4.497799e+01	6.589169e-01
4.591980e+01	5.993568e-01
4.688134e+01	5.245459e-01
4.786301e+01	6.446472e-01
4.886524e+01	2.526157e-01
4.988845e+01	5.463090e-01
5.093309e+01	2.014046e-01
5.199960e+01	3.082218e-01
5.308844e+01	3.186831e-01
5.420009e+01	9.257004e-01
5.533501e+01	5.284477e-01
5.649370e+01	7.257037e-01
5.767665e+01	8.200291e-01
5.888437e+01	5.606979e-01
6.011737e+01	6.346890e-01
6.137620e+01	4.685757e-01
6.266139e+01	5.292576e-01
6.397348e+01	6.491228e-01
6.531306e+01	6.146820e-01
6.668068e+01	4.522597e-01
